element_name,value_string,ts
lumiBlock,732,2023-07-06 01:17:41.744312
BIS1C04 HV ML1 fsm,ON,2023-07-06 01:17:56.038000
BIS1C04 HV ML2 fsm,ON,2023-07-06 01:17:56.038000
BIS1C04 HV ML2 fsm,RAMP_UP,2023-07-06 01:17:57.800000
BIS1C04 HV ML1 fsm,RAMP_UP,2023-07-06 01:17:57.800000
lumiBlock,733,2023-07-06 01:18:00.322496
BIS1C04 HV ML2 fsm,ON,2023-07-06 01:18:33.814000
BIS1C04 HV ML1 fsm,ON,2023-07-06 01:18:33.814000
lumiBlock,1365,2023-07-06 08:15:30.296289
BIS1C04 HV ML1 fsm,STANDBY,2023-07-06 14:15:00.570000
BIS1C04 HV ML2 fsm,STANDBY,2023-07-06 14:15:00.570000
BIS1C04 HV ML1 fsm,RAMP_DOWN,2023-07-06 14:15:02.450000
BIS1C04 HV ML2 fsm,RAMP_DOWN,2023-07-06 14:15:03.415000
BIS1C04 HV ML1 fsm,STANDBY,2023-07-06 14:15:15.464000
BIS1C04 HV ML2 fsm,STANDBY,2023-07-06 14:15:15.464000
